**** 7 ****
70
3;10;1;2;
8;4;1;2;
10;9;1;2;
8;8;1;2;
2;1;1;2;
9;8;1;2;
6;9;1;2;
4;8;1;2;
7;4;1;2;
4;7;1;2;
4;4;1;2;
10;10;1;2;
7;4;1;2;
10;6;1;2;
2;6;1;2;
5;2;1;2;
9;5;1;2;
4;6;1;2;
1;8;1;2;
8;5;1;2;
8;6;1;2;
9;2;1;2;
8;8;1;2;
6;3;1;2;
2;3;1;2;
4;5;1;2;
6;3;1;2;
7;10;1;2;
8;7;1;2;
9;7;1;2;
4;4;1;2;
3;8;1;2;
10;6;1;2;
5;5;1;2;
8;5;1;2;
4;7;1;2;
6;6;1;2;
2;7;1;2;
9;7;1;2;
5;5;1;2;
4;7;1;2;
3;7;1;2;
6;4;1;2;
1;9;1;2;
1;10;1;2;
1;9;1;2;
3;8;1;2;
5;7;1;2;
5;8;1;2;
5;8;1;2;
5;9;1;2;
1;7;1;2;
5;6;1;2;
10;2;1;2;
6;1;1;2;
10;6;1;2;
5;1;1;2;
3;7;1;2;
3;8;1;2;
10;3;1;2;
4;9;1;2;
1;4;1;2;
10;1;1;2;
7;4;1;2;
1;9;1;2;
10;1;1;2;
9;1;1;2;
6;5;1;2;
5;1;1;2;
8;7;1;2;
**** EOF ****
