**** 8 ****
80
2;9;1;2;
2;2;1;2;
3;2;1;2;
10;7;1;2;
3;10;1;2;
4;7;1;2;
9;7;1;2;
6;7;1;2;
3;1;1;2;
3;1;1;2;
8;5;1;2;
10;1;1;2;
2;7;1;2;
6;6;1;2;
6;10;1;2;
8;7;1;2;
1;2;1;2;
9;1;1;2;
1;2;1;2;
10;6;1;2;
6;10;1;2;
10;5;1;2;
5;5;1;2;
2;5;1;2;
10;9;1;2;
5;6;1;2;
2;5;1;2;
3;10;1;2;
2;7;1;2;
2;7;1;2;
9;1;1;2;
3;7;1;2;
7;7;1;2;
4;4;1;2;
2;4;1;2;
10;4;1;2;
8;9;1;2;
10;3;1;2;
6;9;1;2;
9;2;1;2;
8;9;1;2;
2;2;1;2;
7;1;1;2;
2;9;1;2;
1;6;1;2;
3;7;1;2;
6;2;1;2;
9;6;1;2;
7;1;1;2;
9;3;1;2;
9;10;1;2;
10;2;1;2;
4;10;1;2;
4;6;1;2;
1;1;1;2;
9;8;1;2;
1;2;1;2;
9;7;1;2;
5;8;1;2;
10;3;1;2;
2;1;1;2;
7;2;1;2;
1;7;1;2;
3;8;1;2;
9;8;1;2;
2;10;1;2;
3;5;1;2;
6;6;1;2;
6;5;1;2;
2;4;1;2;
1;7;1;2;
1;9;1;2;
5;10;1;2;
4;4;1;2;
5;9;1;2;
5;3;1;2;
8;6;1;2;
6;1;1;2;
1;7;1;2;
8;7;1;2;
**** EOF ****
